id	station	city
87342287	Gare de Thiennes	Thiennes
87342295	Gare de Steenbecque	Steenbecque
87342303	Gare de Tincques	Tincques
87342337	Gare de St Pol sur Ternoise	Saint-Pol-Sur-Ternoise
87342402	Gare de Beuvry (Pas de Calais)	Beuvry
87342410	Gare de Cuinchy	Cuinchy
87342436	Gare de La Bassée	La Bassee
87342451	Gare de Salomé	Salome
87342469	Gare de Marquillies	Marquillies
87342527	Gare de Farbus	Farbus
87342576	Gare de Vimy	Vimy
87342584	Gare de Avion	Avion
87342592	Gare de Bailleul Sir Berthoult	Bailleul-Sir-Berthoult
87343004	Gare de Valenciennes	Valenciennes
87343103	Gare de St-Amand-les-Eaux	Saint-Amand-Les-Eaux
87343160	Gare de Beuvrages	Beuvrages
87343210	Gare de Le Poirier Université	Trith-Saint-Leger
87343301	Gare de Wallers	Wallers
87343319	Gare de Raismes (Nord)	Raismes
87343400	Gare de Trith St Léger	Trith-Saint-Leger
87343418	Gare de Prouvy Thiant	Prouvy
87343459	Gare de Denain	Denain
87343475	Gare de Lourches	RUlx
87345009	Gare de Douai	Douai
87345025	Gare de Lens	Lens
87345033	Gare de Loos en Gohelle	Lens
87345041	Gare de Liévin	Lievin
87345108	Gare de Brebières Sud	Brebieres
87345116	Gare de Corbehem	Corbehem
87345124	Gare de Pont de Sallaumines	Sallaumines
87345132	Gare de Coron de Méricourt	Mericourt
87345140	Gare de Billy Montigny	Billy-Montigny
87345157	Gare de Hénin Beaumont	Henin-Beaumont
87345165	Gare de Dourges	Dourges
87345207	Gare de Pont de la Deule	Flers-En-Escrebieux
87345215	Gare de Sallaumines	Sallaumines
87345223	Gare de Leforest	Leforest
87345231	Gare de Loison sous Lens	Loison-Sous-Lens
87345249	Gare de Ostricourt	Ostricourt
87345256	Gare de Libercourt	Libercourt
87345264	Gare de Pont à Vendin	Vendin-Le-Vieil
87345272	Gare de Meurchin	Meurchin
87345280	Gare de Bauvin Provin	Bauvin
87345306	Gare de Montigny en Ostrevent	Montigny-En-Ostrevent
87345314	Gare de Somain	Somain
87345389	Gare de Bouchain	Neuville-Sur-Escaut
87345397	Gare de Iwuy	Iwuy
87345405	Gare de Sin le Noble	Sin-Le-Noble
87345413	Gare de Cantin	Cantin
87345421	Gare de Arleux	Arleux
87345439	Gare de Brunémont	Brunemont
87345447	Gare de Aubigny au Bac	Aubigny-Au-Bac
87345496	Gare de Escaudoeuvres	EscaudUvres
87345520	Gare de Cambrai Ville	Cambrai
87345546	Gare de Maurois	Honnechy
87345553	Gare de Bertry	Bertry
87345561	Gare de Caudry	Caudry
87345587	Gare de Cattenières	Cattenieres
87345595	Gare de Wambaix	Wambaix
87352047	Gare de Champagnole-PE-Victor	Champagnole
87353573	Gare de Le Toec	Toulouse
87353581	Gare de Les Ramassiers	Toulouse
87353599	Gare de St-Martin-du-Touch	Toulouse
87354589	Gare de St-Sébastien-P-E	Saint-Sebastien-Sur-Loire
87354597	Gare de St-Sébastien-F-R	Saint-Sebastien-Sur-Loire
87381509	Gare de Mantes-la-Jolie	Mantes-La-Ville
87381624	Gare de Bréval	Breval
87384008	Gare de Paris-St-Lazare	Paris
87386540	Gare de Munster-Badischhof	Munster
87387001	Gare de Evreux - Normandie	Evreux
87387092	Gare de Bueil	Bueil
87387142	Gare de La Bonneville-sur-Iton	La Bonneville-Sur-Iton
87387159	Gare de Conches	Conches-En-Ouche
87387175	Gare de Romilly-la-Puthenaye	Romilly-La-Puthenaye
87387183	Gare de Beaumont-le-Roger	Beaumont-Le-Roger
87391003	Gare de Paris-Montparnasse 1-2	Paris
87391102	Gare de Paris-Montp.3-Vaug.	Paris
87391300	Gare de Morre	Morre
87393009	Gare de Versailles-Chantiers	Versailles
87393256	Gare de La Verrière	La Verriere
87393314	Gare de Rambouillet	Rambouillet
87393348	Gare de Gazeran	Gazeran
87393488	Gare de Dreux	Dreux
87393553	Gare de Nonancourt	Nonancourt
87393595	Gare de Verneuil-sur-Avre	Verneuil D'Avre Et D'Iton
87394007	Gare de Chartres	Chartres
87394015	Gare de Lucé	Luce
87394114	Gare de Epernon	Epernon
87394130	Gare de Maintenon	Maintenon
87394148	Gare de St-Piat	Saint-Piat
87394155	Gare de Jouy	Jouy
87394171	Gare de La Villette-St-Prest	Saint-Prest
87394205	Gare de Amilly-Ouerray	Amilly
87394213	Gare de St-Aubin-St-Luperce	Saint-Aubin-Des-Bois
87394221	Gare de Courville-sur-Eure	Courville-Sur-Eure
87394247	Gare de Pontgouin	Pontgouin
87394254	Gare de La Loupe	La Loupe
87394270	Gare de Bretoncelles	Bretoncelles
87394288	Gare de Condé-sur-Huisne	Sablons Sur Huisne
87394296	Gare de Nogent-le-Rotrou	Nogent-Le-Rotrou
87394403	Gare de La Taye	Saint-Georges-Sur-Eure
87394411	Gare de Bailleau-le-Pin	Bailleau-Le-Pin
87394429	Gare de Magny-Blandainville	Magny
87394437	Gare de Illiers-Combray	Illiers-Combray
87394452	Gare de Brou	Brou
87394486	Gare de Arrou	Commune Nouvelle D'Arrou
87394494	Gare de Courtalain-St-Pellerin	Commune Nouvelle D'Arrou
87396002	Gare de Le Mans	Le Mans
87396028	Gare de Neuville-sur-Sarthe	Neuville-Sur-Sarthe
87396036	Gare de La Guierche	La Guierche
87396044	Gare de Montbizot	Montbizot
87396051	Gare de Teillé (Sarthe)	Teille
87396077	Gare de Vivoin-Beaumont	Vivoin
87396093	Gare de La Hutte-Coulombiers	Fresnay-Sur-Sarthe
87396200	Gare de Domfront (Sarthe)	Domfront-En-Champagne
87396218	Gare de Conlie	Conlie
87396226	Gare de Crissé	Crisse
87396234	Gare de Sillé-le-Guillaume	Sille-Le-Guillaume
87396259	Gare de Rouessé-Vassé	Rouesse-Vasse
87396275	Gare de Champagné	Champagne
87396283	Gare de St-Mars-la-Brière	Saint-Mars-La-Briere
87396291	Gare de Montfort-le-Gesnois	Montfort-Le-Gesnois
87396309	Gare de Connerré-Beillé	Beille
87396317	Gare de Sceaux-Boessé	Boesse-Le-Sec
87396325	Gare de La Ferté-Bernard	La Ferte-Bernard
87396333	Gare de Le Theil-la-Rouge	Val-Au-Perche
87396358	Gare de Voivres	Voivres-Les-Le-Mans
87396366	Gare de La Suze	La Suze-Sur-Sarthe
87396374	Gare de Noyen	Noyen-Sur-Sarthe
87396408	Gare de Sablé-sur-Sarthe	Sable-Sur-Sarthe
87396549	Gare de Arnage	Arnage
87396556	Gare de Laigné-St-Gervais	Saint-Gervais-En-Belin
87396564	Gare de Ecommoy	Ecommoy
87396572	Gare de Aubigné-Racan	Aubigne-Racan
87396580	Gare de Mayet	Mayet
87396598	Gare de Vaas	Vaas
87396606	Gare de Château-du-Loir	Montval-Sur-Loir
87396895	Gare de Clermont - La Rotonde	Clermont-Ferrand
87400986	Gare de Magneux-Courlandon	Magneux
87401323	Gare de Mouans Sartoux	Mouans-Sartoux
87402297	Gare de Colmar-Mésanges	Colmar
87411017	Gare de Rouen-Rive-Droite	Rouen
87411173	Gare de Elbeuf-St-Aubin	Saint-Aubin-Les-Elbeuf
87411181	Gare de Tourville	Tourville-La-Riviere
87411207	Gare de Oissel	Oissel
87411215	Gare de St-Etienne-du-Rouvray	Saint-Etienne-Du-Rouvray
87411223	Gare de Sotteville	Sotteville-Les-Rouen
87411249	Gare de Maromme	Notre-Dame-De-Bondeville
87411256	Gare de Malaunay-le-Houlme	Le Houlme
87411264	Gare de Barentin	Barentin
87411272	Gare de Pavilly	Pavilly
87411280	Gare de Motteville	Motteville
87411439	Gare de Morgny	Morgny-La-Pommeraye
87411447	Gare de Longuerue-Vieux-Manoir	Vieux-Manoir
87411454	Gare de Montérolier-Buchy	Buchy
87411462	Gare de Sommery	Sommery
87411470	Gare de Serqueux	Serqueux
87411801	Gare de Montville	Eslettes
87411819	Gare de Clères	Beautot
87413013	Gare de Le Havre	Le Havre
87413203	Gare de Le Havre-Graville	Le Havre
87413302	Gare de Harfleur	Harfleur
87413310	Gare de St-Laurent-Gainneville	Saint-Laurent-De-Brevedent
87413328	Gare de Etainhus-St-Romain	Etainhus
87413344	Gare de Bréauté-Beuzeville	Breaute
87413377	Gare de Foucart-Alvimare	Foucart
87413385	Gare de Yvetot	Yvetot
87413542	Gare de Fécamp	Fecamp
87413708	Gare de Harfleur (Halte)	Harfleur
87413716	Gare de J.Monod-la-Demi-Lieue	Montivilliers
87413724	Gare de Montivilliers	Montivilliers
87413732	Gare de Epouville	Epouville
87413740	Gare de Rolleville	Rolleville
87415018	Gare de Dieppe	Dieppe
87415125	Gare de St-Aubin-sur-Scie	Saint-Aubin-Sur-Scie
87415141	Gare de Longueville-sur-Scie	Longueville-Sur-Scie
87415158	Gare de Auffay	Val-De-Scie
87415166	Gare de St-Victor	Saint-Maclou-De-Folleville
87415323	Gare de Bourgthéroulde-T.h.	Grand Bourgtheroulde
87415364	Gare de Brionne (Eure)	Brionne
87415604	Gare de Vernon-Giverny	Vernon
87415620	Gare de Gaillon-Aubevoye	Le Val D'Hazey
87415661	Gare de Pont-de-l'Arche	Alizay
87415877	Gare de Val-de-Reuil	Val-De-Reuil
87415885	Gare de Rosny-sur-Seine	Rosny-Sur-Seine
87415893	Gare de Bonnières	Bonnieres-Sur-Seine
87417444	Gare de Franchet-D'espèrey	Reims
87417501	Gare de Lancey	Villard-Bonnot
87437798	Gare de La-Rochelle-Pt-Dauphine	La Rochelle
87437806	Gare de Aytre.-Plage	Aytre
87439554	Gare de Vitrolles-Aér-Marseille	Vitrolles
87444000	Gare de Caen	Caen
87444042	Gare de Bretteville-Norrey	Saint-Manvieu-Norrey
87444059	Gare de Audrieu	Audrieu
87444067	Gare de Bayeux	Bayeux
87444083	Gare de Le Molay-Littry	Le Molay-Littry
87444182	Gare de Frénouville-Cagny	Frenouville
87444190	Gare de Moult-Argences	Moult-Chicheboville
87444208	Gare de Mézidon-Canon	Mezidon Vallee D'Auge
87444216	Gare de St-Pierre-sur-Dives	Saint-Pierre-En-Auge
87444265	Gare de Lisieux	Lisieux
87444299	Gare de Bernay	Bernay
87444315	Gare de Serquigny	Serquigny
87444323	Gare de Le Grand-Jardin	Lisieux
87444349	Gare de Pont-l'Evêque	Pont-L'Eveque
87444372	Gare de Trouville-Deauville	Deauville
87444380	Gare de Blonville-Bénerville	Blonville-Sur-Mer
87444398	Gare de Villers-sur-Mer	Villers-Sur-Mer
87444406	Gare de Houlgate	Houlgate
87444414	Gare de Dives-Cabourg	Dives-Sur-Mer
87444539	Gare de Argentan	Moulins-Sur-Orne
87444562	Gare de Surdon	Le Chateau-D'Almeneches
87444604	Gare de Ste-Gauburge	Sainte-Gauburge-Sainte-Colombe
87444638	Gare de L'Aigle	L'Aigle
87444695	Gare de Sées	Sees
87444711	Gare de Alençon	Alencon
87444877	Gare de Cherbourg	Cherbourg-En-Cotentin
87446179	Gare de Saint-Cyprien-Arènes	Toulouse
87447003	Gare de St-Lô	Saint-Lo
87447110	Gare de Coutances	Coutances
87447219	Gare de Lison	Moon-Sur-Elle
87447243	Gare de Carentan	Carentan-Les-Marais
87447284	Gare de Valognes	Valognes
87447649	Gare de Folligny	Folligny
87447680	Gare de Granville	Granville
87447698	Gare de Villedieu (Gare)	Villedieu-Les-Poeles-Rouffigny
87448001	Gare de Flers	Flers
87448084	Gare de Briouze	Briouze
87448159	Gare de Vire	Vire Normandie
87448514	Gare de Avranches	Avranches
87462085	Gare de Chamonix-Aiguille-Midi	Chamonix-Mont-Blanc
87471003	Gare de Rennes	Rennes
87471029	Gare de Vern	Vern-Sur-Seiche
87471037	Gare de Bruz	Bruz
87471045	Gare de Betton	Betton
87471052	Gare de St-Jacques-de-la-Lande	Saint-Jacques-De-La-Lande
87471060	Gare de L'Hermitage-Mordelles	L'Hermitage
87471078	Gare de Montfort-sur-Meu	Montfort-Sur-Meu
87471086	Gare de Montauban-de-Bretagne	Montauban-De-Bretagne
87471094	Gare de La Brohinière	Montauban-De-Bretagne
87471102	Gare de Breteil	Saint-Gilles
87471144	Gare de Laillé	Guichen
87471151	Gare de Guichen-Bourg-des-Comp.	Guichen
87471169	Gare de St-Senoux-Pléchatel	Saint-Senoux
87471177	Gare de Pléchatel	Plechatel
87471185	Gare de Messac-Guipry	Guipry-Messac
87471201	Gare de Fougeray-Langon	Langon
87471219	Gare de Beslé	Guemene-Penfao
87471227	Gare de Massérac	Masserac
87471300	Gare de Redon	Redon
87471318	Gare de St-Armel	Saint-Armel
87471326	Gare de Corps-Nuds	Corps-Nuds
87471334	Gare de Janzé	Janze
87471342	Gare de Le Theil-de-Bretagne	Le Theil-De-Bretagne
87471359	Gare de Retiers	Retiers
87471367	Martigné-Ferchaud	Martigne-Ferchaud
87471391	Gare de Pontchaillou	Rennes
87471458	Gare de Chevaigne	Chevaigne
87471508	Gare de Vitré	Vitre
87471516	Gare de Les Lacs	Saint-Aubin-Des-Landes
87471524	Gare de Châteaubourg	Chateaubourg
87471532	Gare de Servon	Servon-Sur-Vilaine
87471540	Gare de Noyal-Acigné	Noyal-Sur-Vilaine
87472605	Gare de Thann-Centre	Thann
87472639	Gare de Zu-Rhein	Mulhouse
87473009	Gare de St-Brieuc	Saint-Brieuc
87473058	Gare de Quédillac	Quedillac
87473066	Gare de Caulnes	Caulnes
87473074	Gare de Broons	Broons
87473082	Gare de Plenée-Jugon	Plenee-Jugon
87473090	Gare de Plestan	Plestan
87473108	Gare de Lamballe	Lamballe-Armor
87473116	Gare de Yffiniac	Yffiniac
87473124	Gare de La Méaugon	La Meaugon
87473132	Gare de Plouvara-Plerneuf	Plouvara
87473140	Gare de Chatelaudren-Plouagat	Chatelaudren-Plouagat
87473165	Gare de Belle-Isle-Bégard	Louargat
87473181	Gare de Plouaret-Trégor	Le Vieux-Marche
87473199	Gare de Plounérin	Plounerin
87473207	Gare de Guingamp	Guingamp
87473223	Gare de Lannion	Lannion
87473264	Gare de Landébia	Landebia
87473272	Gare de Plancoet	Plancoet
87473504	Gare de Carhaix	Carhaix-Plouguer
87473512	Gare de Mousteru	Bourbriac
87473520	Gare de Pont-Melvez	Pont-Melvez
87473538	Gare de Plougonver	Plougonver
87473546	Gare de Callac	Callac
87473553	Gare de Le Pénity	Duault
87473561	Gare de Carnoët-Locarn	Locarn
87473579	Gare de Coat-Guégan	Pont-Melvez
87473587	Gare de Les Mais	Callac
87473801	Gare de Gourland	Graces
87473819	Gare de Trégonneau-Squiffiec	Squiffiec
87473827	Gare de Brélidy-Plouec	Plouec-Du-Trieux
87473835	Gare de Pontrieux (Halte)	Pontrieux
87473843	Gare de Pontrieux	Pontrieux
87473850	Gare de Lancerf	Plourivo
87473868	Gare de Paimpol	Paimpol
87473876	Gare de Frynaudour	Plourivo
87474007	Gare de Brest	Brest
87474015	Gare de Dirinon	Loperhet
87474056	Gare de Pont-de-Buis	Pont-De-Buis-Les-Quimerch
87474098	Gare de Quimper	Quimper
87474155	Gare de Rosporden	Rosporden
87474189	Gare de Bannalec	Bannalec
87474213	Gare de Kerhuon	Le Relecq-Kerhuon
87474221	Gare de La Forest	La Forest-Landerneau
87474239	Gare de Landerneau	Landerneau
87474262	Gare de La Roche (Maurice)	La Roche-Maurice
87474270	Gare de Landivisiau	Landivisiau
87474296	Gare de Guimiliau	Guimiliau
87474312	Gare de St-Thégonnec	Saint-Thegonnec Loc-Eguiner
87474320	Gare de Pleyber-Christ	Pleyber-Christ
87474338	Gare de Morlaix	Morlaix
87474411	Gare de Plouigneau	Plouigneau
87476002	Gare de Lorient	Lorient
87476200	Gare de Auray	Auray
87476226	Gare de Landaul-Mendon	Landaul
87476234	Gare de Landevant	Landevant
87476242	Gare de Branderion	Branderion
87476259	Gare de Hennebont	Hennebont
87476309	Gare de Gestel	Gestel
87476317	Gare de Quimperlé	Quimperle
87476606	Gare de Vannes	Vannes
87476648	Gare de Ste-Anne (Morbihan)	Pluneret
87476671	Gare de Questembert	Questembert
87476689	Gare de Malansac	Malansac
87476754	Gare de Sévérac	Severac
87476762	Gare de St-Gildas-des-Bois	Saint-Gildas-Des-Bois
87476770	Gare de Dreffeac	Dreffeac
87478016	Gare de St-Germain-sur-Ille	Saint-Germain-Sur-Ille
87478024	Gare de St-Médard-sur-Ille	Saint-Medard-Sur-Ille
87478032	Gare de Montreuil-sur-Ille	Montreuil-Sur-Ille
87478040	Gare de Dingé	Dinge
87478057	Gare de Combourg	Combourg
87478065	Gare de Bonnemain	Bonnemain
87478073	Gare de Dol	Dol-De-Bretagne
87478081	Gare de La Fresnais	La Fresnais
87478099	Gare de La Gouesnière-Cancale	Saint-Meloir-Des-Ondes
87478107	Gare de St-Malo	Saint-Malo
87478123	Plerguer	Plerguer
87478131	Miniac	Miniac-Morvan
87478149	Pleudihen	Pleudihen-Sur-Rance
87478156	La Hisse	Saint-Samson-Sur-Rance
87478164	Gare de Dinan	Dinan
87478180	Gare de Corseul-Languenan	Languenan
87478263	Gare de Pontorson-Mt-St-Michel	Pontorson
87478404	Gare de Laval	Laval
87478511	Gare de Louverné	Louverne
87478537	Gare de Montsurs	Bree
87478545	Gare de Neau	Neau
87478552	Gare de Evron	Evron
87478560	Gare de Voutré	Voutre
87478743	Gare de Le Genest	Le Genest-Saint-Isle
87478750	Gare de Port-Brillet	Port-Brillet
87478768	Gare de St-Pierre-la-Cour	Saint-Pierre-La-Cour
87481002	Gare de Nantes	Nantes
87481036	Gare de Rezé-Pont-Rousseau	Reze
87481051	Gare de Chantenay	Nantes
87481069	Gare de La Basse-Indre-St-Herb.	Saint-Herblain
87481143	Gare de Thouaré	Thouare-Sur-Loire
87481150	Gare de Mauves-sur-Loire	Mauves-Sur-Loire
87481168	Gare de Le Cellier	Le Cellier
87481176	Gare de Boussay-la-Bruffière	Boussay
87481184	Gare de Oudon	Oudon
87481192	Gare de Ancenis	Ancenis-Saint-Gereon
87481200	Gare de Bouaye	Bouaye
87481218	Gare de Port-St-Père-St-M.	Port-Saint-Pere
87481226	Gare de Ste-Pazanne	Sainte-Pazanne
87481234	Gare de St-Hilaire-de-Chaléons	Saint-Hilaire-De-Chaleons
87481242	Gare de Bourgneuf-en-Retz	Villeneuve-En-Retz
87481259	Gare de Les Moutiers-en-Retz	Les Moutiers-En-Retz
87481267	Gare de La Bernerie-en-Retz	La Bernerie-En-Retz
87481366	Gare de Machecoul	Machecoul-Saint-Meme
87481390	Gare de Challans	Challans
87481408	Gare de Vertou	Vertou
87481416	Gare de La Haie-Fouassière	La Haie-Fouassiere
87481424	Gare de Le Pallet	Le Pallet
87481432	Gare de Gorges	Gorges
87481440	Gare de Clisson	Clisson
87481457	Gare de Cugand	Cugand
87481465	Gare de Montaigu (Vendée)	Montaigu-Vendee
87481564	Gare de La-Chapelle-Centre	La Chapelle-Sur-Erdre
87481598	Gare de Nort-sur-Erdre	Nort-Sur-Erdre
87481614	Gare de Abbaretz	Abbaretz
87481622	Gare de Issé	Isse
87481648	Châteaubriant	Chateaubriant
87481689	Gare de La Croix-de-Méan	Saint-Nazaire
87481697	Gare de La Baule-les-Pins	La Baule-Escoublac
87481705	Gare de St-Nazaire	Saint-Nazaire
87481713	Gare de Montoir-de-Bretagne	Montoir-De-Bretagne
87481721	Gare de Donges	Donges
87481747	Gare de Pornichet	Pornichet
87481754	Gare de La Baule-Escoublac	La Baule-Escoublac
87481762	Gare de Le Pouliguen	Le Pouliguen
87481770	Gare de Batz-sur-Mer	Batz-Sur-Mer
87481788	Gare de Le Croisic	Le Croisic
87481804	Gare de Couéron	Coueron
87481812	Gare de St-Etienne-de-Montluc	Saint-Etienne-De-Montluc
87481820	Gare de Cordemais	Cordemais
87481838	Gare de Savenay	Savenay
87481846	Gare de Pontchâteau	Pontchateau
87484006	Gare de Angers-St-Laud	Angers
87484048	Gare de Angers-Maitre-Ecole	Angers
87484139	Gare de Le Vieux-Briollay	Briollay
87484147	Gare de Tiercé	Tierce
87484154	Gare de Etriché-Chateauneuf	Etriche
87484170	Gare de Morannes	Morannes Sur Sarthe-Daumeray
87484204	Gare de Chalonnes	Chalonnes-Sur-Loire
87484246	Gare de Chemillé	Chemille-En-Anjou
87484303	Gare de Cholet	Cholet
87484329	Gare de Savennières-Béhuard	Savennieres
87484337	Gare de La Possonnière	La Possonniere
87484352	Gare de Champtocé-sur-Loire	Champtoce-Sur-Loire
87484360	Gare de Ingrandes-sur-Loire	Ingrandes-Le Fresne Sur Loire
87484386	Gare de Varades-St-Florent Le V	Loireauxence
87485003	Gare de La Rochelle-Ville	La Rochelle
87485102	Gare de Angoulins-sur-Mer	Angoulins
87485110	Gare de Chatelaillon-Plage	Chatelaillon-Plage
87485136	Gare de St-Laurent-Fouras	Saint-Laurent-De-La-Pree
87485144	Gare de Rochefort	Rochefort
87485151	Gare de Tonnay-Charente	Tonnay-Charente
87485185	Gare de La-Jarrie	La Jarrie
87485193	Gare de Aigrefeuille-le-Thou	Le Thou
87485227	Gare de Surgères	Surgeres
87485250	Gare de Mauzé	Mauze-Sur-Le-Mignon
87485268	Gare de Prin-Deyrançon	Prin-Deyrancon
87485300	Gare de Niort	Niort
87485326	Gare de Fors	Fors
87485334	Gare de Marigny (Deux-Sèvres)	Marigny
87485342	Gare de Beauvoir-sur-Niort	Beauvoir-Sur-Niort
87485359	Gare de Prissé-la-Charrière	Plaine-D'Argenson
87485474	Gare de La Crèche	La Creche
87485490	Gare de St-Maixent (Deux-Sèvr.)	Saint-Maixent-L'Ecole
87485508	Gare de La Mothe-St-Héray	Sainte-Eanne
87485524	Gare de Pamproux	Pamproux
87485532	Gare de Rouillé	Rouille
87485540	Gare de Lusignan	Lusignan
87486019	Gare de La Roche-sur-Yon	La Roche-Sur-Yon
87486142	Gare de Belleville-sur-Vie	Bellevigny
87486258	Gare de Luçon	Lucon
87486308	Gare de La Chaize-le-Vicomte	La Chaize-Le-Vicomte
87486316	Gare de Fougeré	Fougere
87486324	Gare de Bournezeau	Bournezeau
87486332	Gare de Chantonnay	Chantonnay
87486423	Gare de La Mothe-Achard	Les Achards
87486431	Gare de Olonne-sur-Mer	Les Sables-D'Olonne
87486449	Gare de Les Sables-d'Olonne	Les Sables-D'Olonne
87486563	Gare de St-Hilaire-de-Riez SNCF	Saint-Hilaire-De-Riez
87486571	Gare de St-Gilles-Croix-de-Vie	Saint-Gilles-Croix-De-Vie
87486894	Gare de Torfou-Tiffauges	Sevremoine
87487009	Gare de Thouars	Thouars
87487249	Gare de Bressuire	Bressuire
87487280	Gare de Cerizay	Cerizay
87487314	Gare de Pouzauges	La Meilleraie-Tillay
87487603	Gare de Saumur	Saumur
87487637	Gare de Montreuil-Bellay	Montreuil-Bellay
87487843	Gare de La Bohalle	Loire-Authion
87487876	Gare de Les Rosiers-sur-Loire	Gennes-Val-De-Loire
87487884	Gare de La Menitré	La Menitre
87487892	Gare de St-Mathurin	Loire-Authion
87491001	Gare de Saintes	Saintes
87491019	Gare de Bords	Bords
87491035	Gare de St-Savinien/Charente	Saint-Savinien
87491076	Gare de Beillant	Saint-Sever-De-Saintonge
87491100	Gare de Pons	Pons
87491142	Gare de Jonzac	Jonzac
87491183	Gare de Montendre	Montendre
87491191	Gare de Bussac	Bussac-Foret
87491209	Gare de St-Mariens-St-Yzan	Saint-Yzan-De-Soudiac
87491217	Gare de Cavignac	Cavignac
87491225	Gare de Gauriaguet	Gauriaguet
87491233	Gare de Aubie-St-Antoine	Val De Virvee
87491241	Gare de St-André-de-Cubzac	Saint-Andre-De-Cubzac
87491258	Gare de Villeneuve-la-Comtesse	Villeneuve-La-Comtesse
87491266	Gare de Cubzac-les-Ponts	Cubzac-Les-Ponts
87491274	Gare de La Grave-d'Ambarès-G-i	Ambares-Et-Lagrave
87491282	Gare de Ste-Eulalie-Carbon-Blan	Sainte-Eulalie
87491290	Gare de Loulay	Loulay
87491324	Gare de St-Hilaire-Brizambourg	Saint-Hilaire-De-Villefranche
87491357	Gare de St-Jean-d'Angély	Saint-Jean-D'Angely
87491449	Gare de Cognac	Cognac
87491472	Gare de Jarnac-Charente	Mainxe-Gondeville
87491506	Gare de Châteauneuf/Charente	Chateauneuf-Sur-Charente
87491803	Gare de Royan	Royan
87491811	Gare de Saujon	Saujon
87497461	Gare de Gallieni-Cancéropôle	Toulouse
87534321	Gare de Mulhouse Dornach TT	Mulhouse
87534339	Gare de Mulhouse-Musées	Mulhouse
87534347	Gare de Lutterbach Tram-train	Lutterbach
87543009	Gare de Orléans	Orleans
87543017	Gare de Aubrais-(les)	Fleury-Les-Aubrais
87543033	Gare de Cercottes	Cercottes
87543041	Gare de Chevilly	Chevilly
87543058	Gare de Artenay	Artenay
87543066	Gare de Château-Gaillard	Santilly
87543074	Gare de Toury	Toury
87543082	Gare de Boisseaux	Boisseaux
87543090	Gare de Angerville	Angerville
87543116	Gare de St-Cyr-en-Val-La-Source	Saint-Cyr-En-Val
87543124	Gare de La Ferté-St-Aubin	La Ferte-Saint-Aubin
87543140	Gare de Lamotte-Beuvron	Lamotte-Beuvron
87543157	Gare de Nouan-le-Fuzelier	Nouan-Le-Fuzelier
87543165	Gare de Salbris	Salbris
87543199	Gare de Theillay	Theillay
87543371	Gare de La Chapelle-St-Mesmin	La Chapelle-Saint-Mesmin
87545111	Gare de Monnerville	Monnerville
87545129	Gare de Guillerval	Guillerval
87545137	Gare de Etampes	Etampes
87545525	Gare de Dourdan	Dourdan
87545657	Gare de Auneau	Roinville
87545707	Gare de Voves	Les Villages Voveens
87545731	Gare de Bonneval	Bonneval
87545756	Gare de Châteaudun	Chateaudun
87547000	Gare de Paris-Austerlitz	Paris
87559070	Gare de Nevers-Le-Banlay	Nevers
87562421	Gare de Aulnat-Aéroport	Aulnat
87566919	Gare de Lentilly-Charpenay	Lentilly
87571000	Gare de Tours	Tours
87571216	Gare de Vendôme-Villiers-s-Loir	Villiers-Sur-Loir
87571240	Gare de St-Pierre-des-Corps	Saint-Pierre-Des-Corps
87571273	Gare de Montlouis	Montlouis-Sur-Loire
87571406	Gare de Montbazon	Montbazon
87571414	Gare de Veigné	Veigne
87571422	Gare de Esvres	Esvres
87571430	Gare de Cormery	Cormery
87571448	Gare de Courcay-Tauxigny	Courcay
87571455	Gare de Reignac	Reignac-Sur-Indre
87571463	Gare de Chambourg	Chambourg-Sur-Indre
87571471	Gare de Loches	Loches
87571513	Gare de La Membrolle-sur-Chois.	Saint-Cyr-Sur-Loire
87571539	Gare de St-Antoine-du-Rocher	Saint-Antoine-Du-Rocher
87571547	Gare de Neuillé-Pont-Pierre	Neuille-Pont-Pierre
87571554	Gare de St-Paterne	Saint-Paterne-Racan
87571604	Gare de Ballan	Ballan-Mire
87571612	Gare de Druye	Druye
87571638	Gare de Azay-le-Rideau	Azay-Le-Rideau
87571653	Gare de Rivarennes	Rivarennes
87571687	Gare de Chinon	Chinon
87571794	Gare de Port-Boulet	Chouze-Sur-Loire
87571802	Gare de La Chapelle-sur-Loire	La Chapelle-Sur-Loire
87571810	Gare de St-Patrice	Coteaux-Sur-Loire
87571828	Gare de Langeais	Langeais
87571836	Gare de Cinq-Mars	Cinq-Mars-La-Pile
87571844	Gare de Savonnières	Savonnieres
87571851	Gare de St-Genouph	Saint-Genouph
87571885	Gare de Joué-lès-Tours	Joue-Les-Tours
87574004	Gare de Blois-Chambord	Blois
87574111	Gare de Chaingy-Fourneaux-Plage	Chaingy
87574129	Gare de St-Ay	Saint-Ay
87574137	Gare de Meung-sur-Loire	Meung-Sur-Loire
87574152	Gare de Baule	Baule
87574160	Gare de Beaugency	Beaugency
87574194	Gare de Mer (Loir-et-Cher)	Mer
87574236	Gare de Suèvres	Suevres
87574244	Gare de Ménars	Menars
87574251	Gare de La Chaussée-St-Victor	La Chaussee-Saint-Victor
87574301	Gare de Chouzy	Valloire-Sur-Cisse
87574319	Gare de Onzain-Chaumont-/-L	Veuzain-Sur-Loire
